id,name,organization,city,state,country,orgcount,gender,multiorg,lat,lon
743,John E. Sulston,The Wellcome Trust Sanger Institute,Cambridge,,United Kingdom,1,M,0,52.2034823,0.1235817
820,Venkatraman Ramakrishnan,MRC Laboratory of Molecular Biology,Cambridge,,United Kingdom,10,M,0,52.2034823,0.1235817
835,Robert G. Edwards,University of Cambridge,Cambridge,,United Kingdom,18,M,0,52.2034823,0.1235817
858,Sir John B. Gurdon,Gurdon Institute,Cambridge,,United Kingdom,1,M,0,52.2034823,0.1235817
917,Richard Henderson,MRC Laboratory of Molecular Biology,Cambridge,,United Kingdom,10,M,0,52.2034823,0.1235817
929,Sir Gregory P. Winter,MRC Laboratory of Molecular Biology,Cambridge,,United Kingdom,10,M,0,52.2034823,0.1235817
939,Didier Queloz,University of Cambridge,Cambridge,,United Kingdom,18,M,0,52.2034823,0.1235817
348,Sir John Eccles,Australian National University,Canberra,,Australia,1,M,0,-35.3344071,149.148496
797,Sir Martin J. Evans,Cardiff University,Cardiff,,United Kingdom,1,M,0,51.4816546,-3.1791934
253,Kurt Alder,Cologne University,Cologne,,Germany,1,M,0,50.938361,6.959974
18,Niels Ryberg Finsen,Finsen Medical Light Institute,Copenhagen,,Denmark,1,M,0,55.6867243,12.5700724
100,August Krogh,Copenhagen University,Copenhagen,,Denmark,3,M,0,55.6867243,12.5700724
108,Niels Bohr,Copenhagen University,Copenhagen,,Denmark,3,M,0,55.6867243,12.5700724
130,Johannes Fibiger,Copenhagen University,Copenhagen,,Denmark,3,M,0,55.6867243,12.5700724
210,Henrik Dam,Polytechnic Institute,Copenhagen,,Denmark,1,M,0,55.6867243,12.5700724
452,Aage N. Bohr,Niels Bohr Institute,Copenhagen,,Denmark,1,M,0,55.6867243,12.5700724
453,Ben R. Mottelson,Nordita,Copenhagen,,Denmark,1,M,0,55.6867243,12.5700724
260,Ernest T.S. Walton,Trinity College,Dublin,,Ireland,1,M,0,53.3497645,-6.2602732
88,Charles Glover Barkla,Edinburgh University,Edinburgh,,United Kingdom,2,M,0,55.9533456,-3.1883749
279,Max Born,Edinburgh University,Edinburgh,,United Kingdom,2,M,0,55.9533456,-3.1883749
865,Peter Higgs,University of Edinburgh,Edinburgh,,United Kingdom,1,M,0,55.9533456,-3.1883749
957,Michael Houghton,University of Alberta,Edmonton,,Canada,1,M,0,53.535411,-113.507996
80,Max von Laue,Frankfurt-on-the-Main University,Frankfurt,,Germany,1,M,0,50.1106444,8.6820917
586,Hartmut Michel,Max-Planck Institut,Frankfurt,,Germany,1,M,0,50.1106444,8.6820917
4701,Paul Ehrlich,Konigliches Institut fur experimentelle Therapie ,Frankfurt,,Germany,1,M,1,50.1106444,8.6820917
27401,Hermann Staudinger,Staatliches Institut fur makromolekulare Chemie ,Freiburg,,Germany,1,M,1,47.9960901,7.8494005
5401,Theodor W. Hansch,Max-Planck Institut,Garching,,Germany,1,M,1,48.2513878,11.6509662
95201,Reinhard Genzel,Max-Planck Institut,Garching,,Germany,1,M,1,48.2513878,11.6509662
544,Carlo Rubbia,CERN,Geneva,,Switzerland,4,M,0,46.2017559,6.1466014
545,Simon van der Meer,CERN,Geneva,,Switzerland,4,M,0,46.2017559,6.1466014
583,Jack Steinberger,CERN,Geneva,,Switzerland,4,M,0,46.2017559,6.1466014
938,Michel Mayor,University of Geneva,Geneva,,Switzerland,2,M,0,46.2017559,6.1466014
62101,Georges Charpak,CERN,Geneva,,Switzerland,4,M,1,46.2017559,6.1466014
93901,Didier Queloz,University of Geneva,Geneva,,Switzerland,2,M,1,46.2017559,6.1466014
200,Corneille Heymans,Ghent University,Ghent,,Belgium,1,M,0,51.0538286,3.7250121
713,Arvid Carlsson,Goteborg University,Gothenburg,,Sweden,1,M,0,57.7072326,11.9670171
47,Paul Ehrlich,Goettingen University,Gottingen,,Germany,5,M,0,51.5328328,9.9351811
59,Otto Wallach,Goettingen University,Gottingen,,Germany,5,M,0,51.5328328,9.9351811
122,James Franck,Goettingen University,Gottingen,,Germany,5,M,0,51.5328328,9.9351811
124,Richard Zsigmondy,Goettingen University,Gottingen,,Germany,5,M,0,51.5328328,9.9351811
378,Manfred Eigen,Max-Planck Institut,Gottingen,,Germany,1,M,0,51.5328328,9.9351811
616,Erwin Neher,Max-Planck Institut,Gottingen,,Germany,1,M,0,51.5328328,9.9351811
702,Adolf Windaus,Goettingen University,Gottingen,,Germany,5,M,0,51.5328328,9.9351811
56701,Stefan W. Hell,Max-Planck Institut,Gottingen,,Germany,1,M,1,51.5328328,9.9351811
115,Fritz Pregl,Graz University,Graz,,Austria,2,M,0,47.0708678,15.4382786
188,Otto Loewi,Graz University,Graz,,Austria,2,M,0,47.0708678,15.4382786
94,Johannes Stark,Greifswald University,Greifswald,,Germany,1,M,0,54.095791,13.3815238
403,Louis Neel,University of Grenoble,Grenoble,,France,1,M,0,45.1875602,5.7357819
273,Frits Zernike,Groningen University,Groningen,,the Netherlands,1,M,0,53.2190652,6.5680077
906,Bernard L. Feringa,University of Groningen,Groningen,,the Netherlands,1,M,0,53.2190652,6.5680077
762,Aaron Ciechanover,Technion - Israel Institute of Technology,Haifa,,Israel,3,M,0,32.8191218,34.9983856
763,Avram Hershko,Technion - Israel Institute of Technology,Haifa,,Israel,3,M,0,32.8191218,34.9983856
844,Dan Shechtman,Technion - Israel Institute of Technology,Haifa,,Israel,3,M,0,32.8191218,34.9983856
123,Gustav Hertz,Halle University,Halle,,Germany,1,M,0,51.4825041,11.9705452
639,Bertram N. Brockhouse,McMaster University,Hamilton,,Canada,1,M,0,43.2560802,-79.8728583
57601,Charles K. Kao,Standard Telecommunication Laboratories,Harlow,,United Kingdom,1,M,1,51.7676194,0.0974893
259,John Cockcroft,Atomic Energy Research Establishment,Harwell,,United Kingdom,1,M,0,51.5999743,-1.2909164
60,Albrecht Kossel,University of Heidelberg,Heidelberg,,Germany,7,M,0,49.4093582,8.694724
157,Carl Bosch,University of Heidelberg,Heidelberg,,Germany,7,M,0,49.4093582,8.694724
158,Friedrich Bergius,University of Heidelberg,Heidelberg,,Germany,7,M,0,49.4093582,8.694724
199,Richard Kuhn,University of Heidelberg,Heidelberg,,Germany,7,M,0,49.4093582,8.694724
280,Walther Bothe,University of Heidelberg,Heidelberg,,Germany,7,M,0,49.4093582,8.694724
345,J. Hans D. Jensen,University of Heidelberg,Heidelberg,,Germany,7,M,0,49.4093582,8.694724
499,Georg Wittig,University of Heidelberg,Heidelberg,,Germany,7,M,0,49.4093582,8.694724
617,Bert Sakmann,Max-Planck Institut,Heidelberg,,Germany,2,M,0,49.4093582,8.694724
811,Harald zur Hausen,German Cancer Research Center,Heidelberg,,Germany,2,M,0,49.4093582,8.694724
881,Stefan W. Hell,German Cancer Research Center,Heidelberg,,Germany,2,M,0,49.4093582,8.694724
15701,Carl Bosch,I.G. Farbenindustrie A.G.,Heidelberg,,Germany,1,M,1,49.4093582,8.694724
19901,Richard Kuhn,Max-Planck Institut,Heidelberg,,Germany,1,M,1,49.4093582,8.694724
28001,Walther Bothe,Max-Planck Institut,Heidelberg,,Germany,2,M,1,49.4093582,8.694724
219,Artturi Virtanen,University of Helsinki,Helsinki,,Finland,1,M,0,60.1674881,24.9427473
892,Tomas Lindahl,Clare Hall Laboratory,Hertfordshire,,United Kingdom,1,M,0,51.8400523,-0.0978552
89201,Tomas Lindahl,Francis Crick Institute,Hertfordshire,,United Kingdom,1,M,1,51.8400523,-0.0978552
817,Charles K. Kao,Chinese University of Hong Kong,Hong Kong,,China,1,M,0,22.2793278,114.1628131
184,Victor F. Hess,Innsbruck University,Innsbruck,,Austria,1,M,0,47.2654296,11.3927685
782,Robert J. Aumann,University of Jerusalem,Jerusalem,,Israel,1,M,0,31.7959242,35.2119808
794,Peter Grunberg,Forschungszentrum Julich,Julich,,Germany,1,M,0,50.9220931,6.3611015
890,Takaaki Kajita,University of Tokyo,Kashiwa,,Japan,1,M,0,35.8676218,139.9756876
27,Philipp Lenard,Kiel University,Kiel,,Germany,3,M,0,54.3227085,10.135555
111,Otto Meyerhof,Kiel University,Kiel,,Germany,3,M,0,54.3227085,10.135555
252,Otto Diels,Kiel University,Kiel,,Germany,3,M,0,54.3227085,10.135555
891,Arthur B. McDonald,Queen's University,Kingston,,Canada,1,M,0,44.230687,-76.481323
520,Kenichi Fukui,Kyoto University,Kyoto,,Japan,3,M,0,35.021041,135.7556075
739,Koichi Tanaka,Shimadzu Corp.,Kyoto,,Japan,1,M,0,35.021041,135.7556075
807,Toshihide Maskawa,Kyoto University,Kyoto,,Japan,1,M,0,35.021041,135.7556075
859,Shinya Yamanaka,Kyoto University,Kyoto,,Japan,3,M,0,35.021041,135.7556075
931,Tasuku Honjo,Kyoto University,Kyoto,,Japan,3,M,0,35.021041,135.7556075
24501,Hideki Yukawa,Kyoto Imperial University,Kyoto,,Japan,1,M,1,35.021041,135.7556075
80701,Toshihide Maskawa,Kyoto Sangyo University,Kyoto,,Japan,1,M,1,35.021041,135.7556075
915,Jacques Dubochet,University of Lausanne,Lausanne,,Switzerland,1,M,0,46.5218269,6.6327025
7,Hendrik A. Lorentz,Leiden University,Leiden,,the Netherlands,3,M,0,52.1518157,4.4811089
75,Heike Kamerlingh Onnes,Leiden University,Leiden,,the Netherlands,3,M,0,52.1518157,4.4811089
120,Willem Einthoven,Leiden University,Leiden,,the Netherlands,3,M,0,52.1518157,4.4811089
53,Wilhelm Ostwald,Leipzig University,Leipzig,,Germany,2,M,0,51.3406321,12.3747329
163,Werner Heisenberg,Leipzig University,Leipzig,,Germany,2,M,0,51.3406321,12.3747329
248,Egas Moniz,Neurological Institute,Lisbon,,Portugal,1,M,0,38.7077507,-9.1365919
24801,Egas Moniz,University of Lisbon,Lisbon,,Portugal,1,M,1,38.7077507,-9.1365919
10,Ronald Ross,University College,Liverpool,,United Kingdom,1,M,0,53.407154,-2.991665
179,James Chadwick,Liverpool University,Liverpool,,United Kingdom,1,M,0,53.407154,-2.991665
21,Lord Rayleigh,Royal Institution of Great Britain,London,,United Kingdom,2,M,0,51.5073219,-0.1276474
22,Sir William Ramsay,University College,London,,United Kingdom,6,M,0,51.5073219,-0.1276474
52,Guglielmo Marconi,Marconi Wireless Telegraph Co. Ltd.,London,,United Kingdom,1,M,0,51.5073219,-0.1276474
84,William Bragg,University College,London,,United Kingdom,6,M,0,51.5073219,-0.1276474
110,Archibald V. Hill,London University,London,,United Kingdom,6,M,0,51.5073219,-0.1276474
141,Owen Willans Richardson,London University,London,,United Kingdom,6,M,0,51.5073219,-0.1276474
146,Arthur Harden,London University,London,,United Kingdom,6,M,0,51.5073219,-0.1276474
187,Sir Henry Dale,National Institute for Medical Research,London,,United Kingdom,2,M,0,51.5073219,-0.1276474
192,George Paget Thomson,London University,London,,United Kingdom,6,M,0,51.5073219,-0.1276474
220,Sir Alexander Fleming,London University,London,,United Kingdom,6,M,0,51.5073219,-0.1276474
233,Edward V. Appleton,Department of Scientific and Industrial Research,London,,United Kingdom,1,M,0,51.5073219,-0.1276474
268,Archer J.P. Martin,National Institute for Medical Research,London,,United Kingdom,2,M,0,51.5073219,-0.1276474
326,Peter Medawar,University College,London,,United Kingdom,6,M,0,51.5073219,-0.1276474
340,Maurice Wilkins,London University,London,,United Kingdom,6,M,0,51.5073219,-0.1276474
350,Andrew Huxley,University College,London,,United Kingdom,6,M,0,51.5073219,-0.1276474
380,George Porter,Royal Institution of Great Britain,London,,United Kingdom,2,M,0,51.5073219,-0.1276474
393,Derek Barton,Imperial College,London,,United Kingdom,4,M,0,51.5073219,-0.1276474
407,Sir Bernard Katz,University College,London,,United Kingdom,6,M,0,51.5073219,-0.1276474
411,Dennis Gabor,Imperial College,London,,United Kingdom,4,M,0,51.5073219,-0.1276474
432,Geoffrey Wilkinson,Imperial College,London,,United Kingdom,4,M,0,51.5073219,-0.1276474
458,Renato Dulbecco,Imperial Cancer Research Fund Laboratory,London,,United Kingdom,1,M,0,51.5073219,-0.1276474
496,Abdus Salam,Imperial College,London,,United Kingdom,4,M,0,51.5073219,-0.1276474
501,Godfrey N. Hounsfield,Central Research Laboratories,London,,United Kingdom,1,M,0,51.5073219,-0.1276474
587,Sir James W. Black,London University,London,,United Kingdom,1,M,0,51.5073219,-0.1276474
727,Tim Hunt,Imperial Cancer Research Fund,London,,United Kingdom,2,M,0,51.5073219,-0.1276474
728,Sir Paul Nurse,Imperial Cancer Research Fund,London,,United Kingdom,2,M,0,51.5073219,-0.1276474
840,Christopher A. Pissarides,London School of Economics and Political Science,London,,United Kingdom,1,M,0,51.5073219,-0.1276474
883,John O'Keefe,University College,London,,United Kingdom,6,M,0,51.5073219,-0.1276474
94401,Sir Peter J. Ratcliffe,Francis Crick Institute,London,,United Kingdom,1,M,1,51.5073219,-0.1276474
443,Albert Claude,Universite Catholique de Louvain,Louvain,,Belgium,2,M,0,50.879202,4.7011675
44401,Christian de Duve,Universite Catholique de Louvain,Louvain,,Belgium,2,M,1,50.879202,4.7011675
35,Santiago Ramon y Cajal,Madrid University,Madrid,,Spain,1,M,0,40.4167047,-3.7035825
298,Werner Forssmann,Mainz University,Mainz,,Germany,1,M,0,50.0012314,8.2762513
653,Paul J. Crutzen,Max-Planck Institut,Mainz,,Germany,1,M,0,50.0012314,8.2762513
45,Ernest Rutherford,Victoria University,Manchester,,United Kingdom,3,M,0,53.4794892,-2.2451148
84,Lawrence Bragg,Victoria University,Manchester,,United Kingdom,3,M,0,53.4794892,-2.2451148
241,Patrick M.S. Blackett,Victoria University,Manchester,,United Kingdom,3,M,0,53.4794892,-2.2451148
830,Andre Geim,University of Manchester,Manchester,,United Kingdom,2,M,0,53.4794892,-2.2451148
831,Konstantin Novoselov,University of Manchester,Manchester,,United Kingdom,2,M,0,53.4794892,-2.2451148
15801,Friedrich Bergius,I.G. Farbenindustrie A.G.,Mannheim-Rheinau,,Germany,1,M,1,49.4224997,8.5386257
3,Emil von Behring,Marburg University,Marburg,,Germany,1,M,0,50.8117327,8.7757742
585,Robert Huber,Max-Planck Institut,Martinsried,,Germany,1,M,0,48.10882,11.4508007
325,Sir Frank Macfarlane Burnet,Walter and Eliza Hall Institute for Medical Research,Melbourne,,Australia,1,M,0,-37.8077694,144.960964
347,Giulio Natta,Institute of Technology,Milan,,Italy,1,M,0,45.4668,9.1905
296,Nikolay Semenov,Lomonosov Moscow State University,Moscow,,Russia,3,M,0,55.7504461,37.6174943
307,Pavel A. Cherenkov,P.N. Lebedev Physical Institute,Moscow,,Russia,5,M,0,55.7504461,37.6174943
308,Il ja M. Frank,Lomonosov Moscow State University,Moscow,,Russia,3,M,0,55.7504461,37.6174943
309,Igor Y. Tamm,Lomonosov Moscow State University,Moscow,,Russia,3,M,0,55.7504461,37.6174943
335,Lev Landau,Academy of Sciences,Moscow,,Russia,3,M,0,55.7504461,37.6174943
355,Nicolay G. Basov,P.N. Lebedev Physical Institute,Moscow,,Russia,5,M,0,55.7504461,37.6174943
356,Aleksandr M. Prokhorov,P.N. Lebedev Physical Institute,Moscow,,Russia,5,M,0,55.7504461,37.6174943
462,Leonid Vitaliyevich Kantorovich,Academy of Sciences,Moscow,,Russia,3,M,0,55.7504461,37.6174943
484,Pyotr Kapitsa,Academy of Sciences,Moscow,,Russia,3,M,0,55.7504461,37.6174943
749,Vitaly L. Ginzburg,P.N. Lebedev Physical Institute,Moscow,,Russia,1,M,0,55.7504461,37.6174943
29601,Nikolay Semenov,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,,Russia,1,M,1,55.7504461,37.6174943
30801,Il ja M. Frank,P.N. Lebedev Physical Institute,Moscow,,Russia,5,M,1,55.7504461,37.6174943
30901,Igor Y. Tamm,P.N. Lebedev Physical Institute,Moscow,,Russia,5,M,1,55.7504461,37.6174943
346,Karl Ziegler,Max-Planck Institut,Mulheim,,Germany,1,M,0,51.4272925,6.8829192
1,Wilhelm Conrad Rontgen,Munich University,Munich,,Germany,4,M,0,48.1371079,11.5753822
28,Adolf von Baeyer,Munich University,Munich,,Germany,4,M,0,48.1371079,11.5753822
85,Richard Willstatter,Munich University,Munich,,Germany,4,M,0,48.1371079,11.5753822
136,Heinrich Wieland,Munich University,Munich,,Germany,4,M,0,48.1371079,11.5753822
153,Hans Fischer,Technische Hochschule ,Munich,,Germany,1,M,0,48.1371079,11.5753822
359,Feodor Lynen,Max-Planck Institut,Munich,,Germany,1,M,0,48.1371079,11.5753822
431,Ernst Otto Fischer,Technical University,Munich,,Germany,2,M,0,48.1371079,11.5753822
433,Karl von Frisch,Zoologisches Institut der Universitat Munchen,Munich,,Germany,1,M,0,48.1371079,11.5753822
773,Theodor W. Hansch,Ludwig-Maximilians-Universitat,Munich,,Germany,1,M,0,48.1371079,11.5753822
33001,Rudolf Mossbauer,Technical University,Munich,,Germany,2,M,1,48.1371079,11.5753822
206,Gerhard Domagk,Munster University,Munster,,Germany,1,M,0,51.9625101,7.6251879
91201,Rainer Weiss,LIGO/VIRGO Collaboration,,,Italy,3,M,1,46.3144754,11.0480288
91301,Barry C. Barish,LIGO/VIRGO Collaboration,,,Italy,3,M,1,46.3144754,11.0480288
91401,Kip S. Thorne,LIGO/VIRGO Collaboration,,,Italy,3,M,1,46.3144754,11.0480288
724,Ryoji Noyori,Nagoya University,Nagoya,,Japan,3,M,0,35.1851045,136.8998438
877,Isamu Akasaki,Nagoya University,Nagoya,,Japan,3,M,0,35.1851045,136.8998438
878,Hiroshi Amano,Nagoya University,Nagoya,,Japan,3,M,0,35.1851045,136.8998438
942,Akira Yoshino,Meijo University,Nagoya,,Japan,2,M,0,35.1851045,136.8998438
87701,Isamu Akasaki,Meijo University,Nagoya,,Japan,2,M,1,35.1851045,136.8998438
70,Victor Grignard,Nancy University,Nancy,,France,1,M,0,48.6937223,6.1834097
77701,Barry J. Marshall,NHMRC Helicobacter pylori Research Laboratory,Nedlands,,Australia,1,M,1,-33.4070758,149.62496
754,Sir Peter Mansfield,University of Nottingham,Nottingham,,United Kingdom,1,M,0,52.9534193,-1.1496461
793,Albert Fert,Universite Paris-Sud,Orsay,,France,1,M,0,48.699184,2.187457
79301,Albert Fert,Unite Mixte de Physique CNRS/THALES,Orsay,,France,1,M,1,48.699184,2.187457
394,Odd Hassel,University of Oslo,Oslo,,Norway,3,M,0,59.9133301,10.7389701
400,Ragnar Frisch,University of Oslo,Oslo,,Norway,3,M,0,59.9133301,10.7389701
602,Trygve Haavelmo,University of Oslo,Oslo,,Norway,3,M,0,59.9133301,10.7389701
412,Gerhard Herzberg,National Research Council of Canada,Ottawa,,Canada,1,M,0,45.421106,-75.690308
104,Frederick Soddy,University of Oxford,Oxford,,United Kingdom,10,M,0,51.7520131,-1.2578499
165,Sir Charles Sherrington,University of Oxford,Oxford,,United Kingdom,10,M,0,51.7520131,-1.2578499
221,Ernst B. Chain,University of Oxford,Oxford,,United Kingdom,10,M,0,51.7520131,-1.2578499
222,Sir Howard Florey,University of Oxford,Oxford,,United Kingdom,10,M,0,51.7520131,-1.2578499
234,Sir Robert Robinson,University of Oxford,Oxford,,United Kingdom,10,M,0,51.7520131,-1.2578499
295,Sir Cyril Hinshelwood,University of Oxford,Oxford,,United Kingdom,10,M,0,51.7520131,-1.2578499
357,Dorothy Crowfoot Hodgkin,University of Oxford,Oxford,,United Kingdom,1,F,0,51.7520131,-1.2578499
424,Rodney R. Porter,University of Oxford,Oxford,,United Kingdom,10,M,0,51.7520131,-1.2578499
426,John R. Hicks,All Souls College,Oxford,,United Kingdom,1,M,0,51.7520131,-1.2578499
435,Nikolaas Tinbergen,University of Oxford,Oxford,,United Kingdom,10,M,0,51.7520131,-1.2578499
944,Sir Peter J. Ratcliffe,University of Oxford,Oxford,,United Kingdom,10,M,0,51.7520131,-1.2578499
951,Roger Penrose,University of Oxford,Oxford,,United Kingdom,10,M,0,51.7520131,-1.2578499
92501,Gerard Mourou,Ecole Polytechnique,Palaiseau,,France,1,M,1,48.7144587,2.2453842
14,Henri Becquerel,Ecole Polytechnique,Paris,,France,1,M,0,48.8566969,2.3514616
15,Pierre Curie,Ecole municipale de physique et de chimie industrielles ,Paris,,France,1,M,0,48.8566969,2.3514616
16,Marie Curie,Sorbonne University,Paris,,France,6,F,0,48.8566969,2.3514616
33,Henri Moissan,Sorbonne University,Paris,,France,6,M,0,48.8566969,2.3514616
40,Alphonse Laveran,Institut Pasteur,Paris,,France,5,M,0,48.8566969,2.3514616
44,Gabriel Lippmann,Sorbonne University,Paris,,France,6,M,0,48.8566969,2.3514616
46,Ilya Mechnikov,Institut Pasteur,Paris,,France,5,M,0,48.8566969,2.3514616
77,Charles Richet,Sorbonne University,Paris,,France,6,M,0,48.8566969,2.3514616
128,Jean Baptiste Perrin,Sorbonne University,Paris,,France,6,M,0,48.8566969,2.3514616
145,Louis de Broglie,Sorbonne University,Paris,,France,1,M,0,48.8566969,2.3514616
180,Frederic Joliot,Institut du Radium,Paris,,France,2,M,0,48.8566969,2.3514616
181,Irene Joliot-Curie,Institut du Radium,Paris,,France,2,F,0,48.8566969,2.3514616
366,Francois Jacob,Institut Pasteur,Paris,,France,5,M,0,48.8566969,2.3514616
367,Andre Lwoff,Institut Pasteur,Paris,,France,5,M,0,48.8566969,2.3514616
368,Jacques Monod,Institut Pasteur,Paris,,France,5,M,0,48.8566969,2.3514616
371,Alfred Kastler,Ecole Normale Superieure,Paris,,France,3,M,0,48.8566969,2.3514616
512,Jean Dausset,Universite de Paris,Paris,,France,1,M,0,48.8566969,2.3514616
575,Jean-Marie Lehn,College de France,Paris,,France,4,M,0,48.8566969,2.3514616
592,Maurice Allais,Ecole Nationale Superieur des Mines de Paris,Paris,,France,1,M,0,48.8566969,2.3514616
614,Pierre-Gilles de Gennes,College de France,Paris,,France,4,M,0,48.8566969,2.3514616
621,Georges Charpak,Ecole Superieure de Physique et Chimie,Paris,,France,1,M,0,48.8566969,2.3514616
677,Claude Cohen-Tannoudji,Ecole Normale Superieure,Paris,,France,3,M,0,48.8566969,2.3514616
812,Francoise Barre-Sinoussi,Institut Pasteur,Paris,,France,1,F,0,48.8566969,2.3514616
813,Luc Montagnier,World Foundation for AIDS Research and Prevention,Paris,,France,1,M,0,48.8566969,2.3514616
854,Serge Haroche,College de France,Paris,,France,4,M,0,48.8566969,2.3514616
32001,Serge Haroche,Ecole Normale Superieure,Paris,,France,3,M,1,48.8566969,2.3514616
67701,Claude Cohen-Tannoudji,College de France,Paris,,France,4,M,1,48.8566969,2.3514616
34,Camillo Golgi,Pavia University,Pavia,,Italy,1,M,0,45.0368546,9.1378251
777,Barry J. Marshall,University of Western Australia,Perth,,Australia,1,M,0,-31.9938566,115.8854007
318,Jaroslav Heyrovsky,Polarographic Institute of the Czechoslovak Academy of Science,Prague,,Czech Republic,1,M,0,50.0874654,14.4212535
822,Ada E. Yonath,Weizmann Institute of Science,Rehovot,,Israel,1,M,0,31.8952532,34.8105616
198,Enrico Fermi,Rome University,Rome,,Italy,1,M,0,41.8933203,12.4829321
304,Daniel Bovet,Istituto Superiore di Sanita ,Rome,,Italy,1,M,0,41.8933203,12.4829321
568,Rita Levi-Montalcini,Institute of Cell Biology of the C.N.R.,Rome,,Italy,1,F,0,41.8933203,12.4829321
401,Jan Tinbergen,The Netherlands School of Economics,Rotterdam,,the Netherlands,1,M,0,51.9228934,4.4631786
774,Yves Chauvin,Institut Francais du Petrole,Rueil-Malmaison,,France,1,M,0,48.87778,2.1802832
562,Gerd Binnig,IBM Zurich Research Laboratory,Ruschlikon,,Switzerland,4,M,0,47.307465,8.5546421
563,Heinrich Rohrer,IBM Zurich Research Laboratory,Ruschlikon,,Switzerland,4,M,0,47.307465,8.5546421
572,J. Georg Bednorz,IBM Zurich Research Laboratory,Ruschlikon,,Switzerland,4,M,0,47.307465,8.5546421
573,K. Alex Muller,IBM Zurich Research Laboratory,Ruschlikon,,Switzerland,4,M,0,47.307465,8.5546421
834,Akira Suzuki,Hokkaido University,Sapporo,,Japan,1,M,0,43.061936,141.3542924
98,Charles Edouard Guillaume,Bureau International des Poids et Mesures ,Sevres,,France,1,M,0,48.8247407,2.2127083
275,Hans Krebs,Sheffield University,Sheffield,,United Kingdom,1,M,0,53.3806626,-1.4702278
23,Ivan Pavlov,Military Medical Academy,St. Petersburg,,Russia,1,M,0,59.938732,30.316229
707,Zhores Alferov,A.F. Ioffe Physico-Technical Institute,St. Petersburg,,Russia,1,M,0,59.938732,30.316229
17,Svante Arrhenius,Stockholm University,Stockholm,,Sweden,3,M,0,59.3251172,18.0710935
69,Gustaf Dalen,Swedish Gas-Accumulator Co.,Stockholm,,Sweden,1,M,0,59.3251172,18.0710935
147,Hans von Euler-Chelpin,Stockholm University,Stockholm,,Sweden,3,M,0,59.3251172,18.0710935
209,George de Hevesy,Stockholm University,Stockholm,,Sweden,3,M,0,59.3251172,18.0710935
290,Hugo Theorell,Karolinska Institutet,Stockholm,,Sweden,1,M,0,59.3251172,18.0710935
381,Ragnar Granit,Karolinska Institutet,Stockholm,,Sweden,4,M,0,59.3251172,18.0710935
402,Hannes Alfven,Royal Institute of Technology,Stockholm,,Sweden,1,M,0,59.3251172,18.0710935
406,Ulf von Euler,Karolinska Institutet,Stockholm,,Sweden,4,M,0,59.3251172,18.0710935
482,Bertil Ohlin,Stockholm School of Economics,Stockholm,,Sweden,1,M,0,59.3251172,18.0710935
530,Sune K. Bergstr√om,Karolinska Institutet,Stockholm,,Sweden,4,M,0,59.3251172,18.0710935
531,Bengt I. Samuelsson,Karolinska Institutet,Stockholm,,Sweden,4,M,0,59.3251172,18.0710935
51,Ferdinand Braun,Strasbourg University,Strasbourg,,France,1,M,0,48.584614,7.7507127
846,Jules A. Hoffmann,University of Strasbourg,Strasbourg,,France,2,M,0,48.584614,7.7507127
904,Jean-Pierre Sauvage,University of Strasbourg,Strasbourg,,France,2,M,0,48.584614,7.7507127
57501,Jean-Marie Lehn,Universite Louis Pasteur,Strasbourg,,France,1,M,1,48.584614,7.7507127
86601,Martin Karplus,Universite de Strasbourg,Strasbourg,,France,1,M,1,48.584614,7.7507127
553,Klaus von Klitzing,Max-Planck Institut,Stuttgart,,Germany,1,M,0,48.7784485,9.1800132
195,Albert Szent-Gyorgyi,Szeged University,Szeged,,Hungary,1,M,0,46.2546312,20.1486016
362,Sin-Itiro Tomonaga,Tokyo University of Education,Tokyo,,Japan,1,M,0,35.6828387,139.7594549
712,Hideki Shirakawa,University of Tsukuba,Tokyo,,Japan,1,M,0,35.6828387,139.7594549
736,Masatoshi Koshiba,University of Tokyo,Tokyo,,Japan,1,M,0,35.6828387,139.7594549
896,Satoshi Omura,Kitasato University,Tokyo,,Japan,1,M,0,35.6828387,139.7594549
907,Yoshinori Ohsumi,Tokyo Institute of Technology,Tokyo,,Japan,1,M,0,35.6828387,139.7594549
94201,Akira Yoshino,Asahi Kasei Corporation,Tokyo,,Japan,1,M,1,35.6828387,139.7594549
116,Frederick G. Banting,University of Toronto,Toronto,,Canada,3,M,0,43.6534817,-79.3839347
117,John Macleod,University of Toronto,Toronto,,Canada,3,M,0,43.6534817,-79.3839347
566,John C. Polanyi,University of Toronto,Toronto,,Canada,3,M,0,43.6534817,-79.3839347
71,Paul Sabatier,Toulouse University,Toulouse,,France,1,M,0,43.6044622,1.4442469
889,Jean Tirole,Toulouse School of Economics ,Toulouse,,France,1,M,0,43.6044622,1.4442469
49601,Abdus Salam,International Centre for Theoretical Physics,Trieste,,Italy,1,M,1,45.6504806,13.7931263
884,May-Britt Moser,Norwegian University of Science and Technology ,Trondheim,,Norway,2,F,0,63.4305658,10.3951929
885,Edvard I. Moser,Norwegian University of Science and Technology ,Trondheim,,Norway,2,M,0,63.4305658,10.3951929
806,Makoto Kobayashi,High Energy Accelerator Research Organization ,Tsukuba,,Japan,1,M,0,36.0833877,140.0765098
